id,bowler,wickets,venue,batting_team
419143,YK Pathan,0,Sawai Mansingh Stadium,Kings XI Punjab
419143,SK Trivedi,2,Sawai Mansingh Stadium,Kings XI Punjab
419143,SK Warne,0,Sawai Mansingh Stadium,Kings XI Punjab
419143,FY Fazal,1,Sawai Mansingh Stadium,Kings XI Punjab
419143,S Sreesanth,0,Sawai Mansingh Stadium,Rajasthan Royals
419143,RR Powar,0,Sawai Mansingh Stadium,Rajasthan Royals
419143,J Theron,0,Sawai Mansingh Stadium,Rajasthan Royals
419143,PP Chawla,0,Sawai Mansingh Stadium,Rajasthan Royals
419143,Bipul Sharma,0,Sawai Mansingh Stadium,Rajasthan Royals
419143,IK Pathan,0,Sawai Mansingh Stadium,Rajasthan Royals
419143,RS Bopara,1,Sawai Mansingh Stadium,Rajasthan Royals
419144,MF Maharoof,0,Eden Gardens,Kolkata Knight Riders
419144,DL Vettori,2,Eden Gardens,Kolkata Knight Riders
419144,PJ Sangwan,0,Eden Gardens,Kolkata Knight Riders
419144,A Mishra,0,Eden Gardens,Kolkata Knight Riders
419144,PD Collingwood,0,Eden Gardens,Kolkata Knight Riders
419144,R Bhatia,1,Eden Gardens,Kolkata Knight Riders
419144,AB Dinda,3,Eden Gardens,Delhi Daredevils
419144,AB Agarkar,1,Eden Gardens,Delhi Daredevils
419144,AD Mathews,0,Eden Gardens,Delhi Daredevils
419144,BAW Mendis,2,Eden Gardens,Delhi Daredevils
419144,SC Ganguly,0,Eden Gardens,Delhi Daredevils
419144,Iqbal Abdulla,2,Eden Gardens,Delhi Daredevils
419145,RJ Harris,2,M Chinnaswamy Stadium,Royal Challengers Bangalore
419145,Harmeet Singh,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
419145,RP Singh,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
419145,MR Marsh,1,M Chinnaswamy Stadium,Royal Challengers Bangalore
419145,PP Ojha,2,M Chinnaswamy Stadium,Royal Challengers Bangalore
419145,A Symonds,1,M Chinnaswamy Stadium,Royal Challengers Bangalore
419145,P Kumar,1,M Chinnaswamy Stadium,Deccan Chargers
419145,A Kumble,1,M Chinnaswamy Stadium,Deccan Chargers
419145,DW Steyn,0,M Chinnaswamy Stadium,Deccan Chargers
419145,JH Kallis,0,M Chinnaswamy Stadium,Deccan Chargers
419145,R Vinay Kumar,1,M Chinnaswamy Stadium,Deccan Chargers
419146,B Lee,0,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians
419146,IK Pathan,3,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians
419146,L Ablish,3,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians
419146,PP Chawla,3,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians
419146,Yuvraj Singh,0,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians
419146,RR Powar,0,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians
419146,R McLaren,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
419146,Z Khan,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
419146,SL Malinga,2,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
419146,Harbhajan Singh,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
419146,R Sathish,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
419146,JP Duminy,1,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
419146,KA Pollard,1,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
419147,RJ Harris,3,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings
419147,RP Singh,1,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings
419147,RG Sharma,0,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings
419147,Harmeet Singh,2,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings
419147,DR Smith,0,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings
419147,A Symonds,1,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings
419147,PP Ojha,1,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings
419147,R Ashwin,2,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419147,DE Bollinger,0,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419147,SB Jakati,1,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419147,T Thushara,0,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419147,SK Raina,1,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419147,S Tyagi,0,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419148,P Kumar,0,M Chinnaswamy Stadium,Kolkata Knight Riders
419148,DW Steyn,1,M Chinnaswamy Stadium,Kolkata Knight Riders
419148,JH Kallis,3,M Chinnaswamy Stadium,Kolkata Knight Riders
419148,A Kumble,1,M Chinnaswamy Stadium,Kolkata Knight Riders
419148,S Sriram,0,M Chinnaswamy Stadium,Kolkata Knight Riders
419148,R Vinay Kumar,4,M Chinnaswamy Stadium,Kolkata Knight Riders
419148,AB Dinda,2,M Chinnaswamy Stadium,Royal Challengers Bangalore
419148,I Sharma,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
419148,AB Agarkar,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
419148,AD Mathews,1,M Chinnaswamy Stadium,Royal Challengers Bangalore
419148,BAW Mendis,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
419149,RR Powar,1,Feroz Shah Kotla,Delhi Daredevils
419149,IK Pathan,3,Feroz Shah Kotla,Delhi Daredevils
419149,L Ablish,2,Feroz Shah Kotla,Delhi Daredevils
419149,PP Chawla,2,Feroz Shah Kotla,Delhi Daredevils
419149,Yuvraj Singh,1,Feroz Shah Kotla,Delhi Daredevils
419149,J Theron,1,Feroz Shah Kotla,Delhi Daredevils
419149,A Nehra,0,Feroz Shah Kotla,Kings XI Punjab
419149,MF Maharoof,0,Feroz Shah Kotla,Kings XI Punjab
419149,A Mishra,1,Feroz Shah Kotla,Kings XI Punjab
419149,R Bhatia,0,Feroz Shah Kotla,Kings XI Punjab
419149,DL Vettori,0,Feroz Shah Kotla,Kings XI Punjab
419149,PD Collingwood,2,Feroz Shah Kotla,Kings XI Punjab
419149,V Sehwag,0,Feroz Shah Kotla,Kings XI Punjab
419150,YK Pathan,0,Sawai Mansingh Stadium,Mumbai Indians
419150,SR Watson,3,Sawai Mansingh Stadium,Mumbai Indians
419150,AP Dole,1,Sawai Mansingh Stadium,Mumbai Indians
419150,AA Jhunjhunwala,0,Sawai Mansingh Stadium,Mumbai Indians
419150,SK Warne,0,Sawai Mansingh Stadium,Mumbai Indians
419150,SK Trivedi,1,Sawai Mansingh Stadium,Mumbai Indians
419150,Z Khan,3,Sawai Mansingh Stadium,Rajasthan Royals
419150,DS Kulkarni,1,Sawai Mansingh Stadium,Rajasthan Royals
419150,SL Malinga,0,Sawai Mansingh Stadium,Rajasthan Royals
419150,Harbhajan Singh,3,Sawai Mansingh Stadium,Rajasthan Royals
419150,ST Jayasuriya,0,Sawai Mansingh Stadium,Rajasthan Royals
419150,KA Pollard,1,Sawai Mansingh Stadium,Rajasthan Royals
419151,DW Steyn,3,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419151,R Vinay Kumar,1,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419151,JH Kallis,0,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419151,A Kumble,1,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419151,V Kohli,0,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419151,KP Appanna,1,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers
419151,RJ Harris,3,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore
419151,RP Singh,2,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore
419151,A Symonds,1,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore
419151,PP Ojha,2,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore
419151,Harmeet Singh,2,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore
419152,A Nehra,1,Brabourne Stadium,Mumbai Indians
419152,PJ Sangwan,2,Brabourne Stadium,Mumbai Indians
419152,A Mishra,0,Brabourne Stadium,Mumbai Indians
419152,AB McDonald,1,Brabourne Stadium,Mumbai Indians
419152,PD Collingwood,0,Brabourne Stadium,Mumbai Indians
419152,S Ladda,0,Brabourne Stadium,Mumbai Indians
419152,Z Khan,0,Brabourne Stadium,Delhi Daredevils
419152,CRD Fernando,2,Brabourne Stadium,Delhi Daredevils
419152,Harbhajan Singh,1,Brabourne Stadium,Delhi Daredevils
419152,DJ Bravo,0,Brabourne Stadium,Delhi Daredevils
419152,AG Murtaza,3,Brabourne Stadium,Delhi Daredevils
419152,KA Pollard,1,Brabourne Stadium,Delhi Daredevils
419153,R Ashwin,3,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
419153,DE Bollinger,2,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
419153,JA Morkel,0,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
419153,SB Jakati,1,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
419153,M Muralitharan,1,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
419153,SK Raina,1,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
419153,CH Gayle,1,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419153,AB Dinda,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419153,AB Agarkar,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419153,Iqbal Abdulla,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419153,DJ Hussey,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419153,AD Mathews,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419153,LR Shukla,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419154,A Kumble,0,Sawai Mansingh Stadium,Rajasthan Royals
419154,DW Steyn,1,Sawai Mansingh Stadium,Rajasthan Royals
419154,R Vinay Kumar,2,Sawai Mansingh Stadium,Rajasthan Royals
419154,Pankaj Singh,2,Sawai Mansingh Stadium,Rajasthan Royals
419154,JH Kallis,1,Sawai Mansingh Stadium,Rajasthan Royals
419154,SR Watson,0,Sawai Mansingh Stadium,Royal Challengers Bangalore
419154,Kamran Khan,2,Sawai Mansingh Stadium,Royal Challengers Bangalore
419154,SK Trivedi,2,Sawai Mansingh Stadium,Royal Challengers Bangalore
419154,AC Voges,0,Sawai Mansingh Stadium,Royal Challengers Bangalore
419154,SK Warne,1,Sawai Mansingh Stadium,Royal Challengers Bangalore
419155,DP Nannes,1,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419155,A Nehra,3,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419155,UT Yadav,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419155,TM Dilshan,1,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419155,V Sehwag,2,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419155,A Mishra,2,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
419155,R Ashwin,1,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils
419155,DE Bollinger,2,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils
419155,SB Jakati,1,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils
419155,JA Morkel,0,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils
419155,L Balaji,0,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils
419155,SK Raina,0,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils
419156,RJ Harris,1,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419156,RP Singh,1,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419156,MR Marsh,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419156,A Symonds,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419156,RG Sharma,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419156,PP Ojha,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419156,R Sharma,1,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419156,VS Malik,1,Himachal Pradesh Cricket Association Stadium,Deccan Chargers
419156,IK Pathan,1,Himachal Pradesh Cricket Association Stadium,Deccan Chargers
419156,SJ Srivastava,0,Himachal Pradesh Cricket Association Stadium,Deccan Chargers
419156,J Theron,1,Himachal Pradesh Cricket Association Stadium,Deccan Chargers
419156,PP Chawla,1,Himachal Pradesh Cricket Association Stadium,Deccan Chargers
419156,Yuvraj Singh,1,Himachal Pradesh Cricket Association Stadium,Deccan Chargers
419157,DW Steyn,0,M Chinnaswamy Stadium,Mumbai Indians
419157,R Vinay Kumar,0,M Chinnaswamy Stadium,Mumbai Indians
419157,Pankaj Singh,0,M Chinnaswamy Stadium,Mumbai Indians
419157,JH Kallis,2,M Chinnaswamy Stadium,Mumbai Indians
419157,A Kumble,1,M Chinnaswamy Stadium,Mumbai Indians
419157,KP Pietersen,1,M Chinnaswamy Stadium,Mumbai Indians
419157,Z Khan,1,M Chinnaswamy Stadium,Royal Challengers Bangalore
419157,CRD Fernando,2,M Chinnaswamy Stadium,Royal Challengers Bangalore
419157,R McLaren,1,M Chinnaswamy Stadium,Royal Challengers Bangalore
419157,Harbhajan Singh,2,M Chinnaswamy Stadium,Royal Challengers Bangalore
419157,KA Pollard,3,M Chinnaswamy Stadium,Royal Challengers Bangalore
419158,SE Bond,1,Eden Gardens,Rajasthan Royals
419158,AB Dinda,3,Eden Gardens,Rajasthan Royals
419158,M Kartik,1,Eden Gardens,Rajasthan Royals
419158,JD Unadkat,3,Eden Gardens,Rajasthan Royals
419158,LR Shukla,1,Eden Gardens,Rajasthan Royals
419158,YK Pathan,0,Eden Gardens,Kolkata Knight Riders
419158,SR Watson,0,Eden Gardens,Kolkata Knight Riders
419158,Kamran Khan,2,Eden Gardens,Kolkata Knight Riders
419158,SK Trivedi,0,Eden Gardens,Kolkata Knight Riders
419158,SK Warne,0,Eden Gardens,Kolkata Knight Riders
419158,AJ Finch,0,Eden Gardens,Kolkata Knight Riders
419158,AC Voges,0,Eden Gardens,Kolkata Knight Riders
419158,FY Fazal,0,Eden Gardens,Kolkata Knight Riders
419159,S Tyagi,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419159,DE Bollinger,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419159,JA Morkel,1,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419159,R Ashwin,1,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419159,SK Raina,1,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419159,JM Kemp,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419159,SB Jakati,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab
419159,RR Powar,2,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings
419159,IK Pathan,0,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings
419159,VRV Singh,0,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings
419159,PP Chawla,1,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings
419159,J Theron,1,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings
419159,Yuvraj Singh,0,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings
419160,DP Nannes,0,Feroz Shah Kotla,Deccan Chargers
419160,A Nehra,2,Feroz Shah Kotla,Deccan Chargers
419160,UT Yadav,3,Feroz Shah Kotla,Deccan Chargers
419160,A Mishra,1,Feroz Shah Kotla,Deccan Chargers
419160,PD Collingwood,1,Feroz Shah Kotla,Deccan Chargers
419160,TM Dilshan,0,Feroz Shah Kotla,Deccan Chargers
419160,WPUJC Vaas,1,Feroz Shah Kotla,Delhi Daredevils
419160,MR Marsh,1,Feroz Shah Kotla,Delhi Daredevils
419160,Harmeet Singh,2,Feroz Shah Kotla,Delhi Daredevils
419160,A Symonds,0,Feroz Shah Kotla,Delhi Daredevils
419160,PP Ojha,2,Feroz Shah Kotla,Delhi Daredevils
419160,R Sharma,1,Feroz Shah Kotla,Delhi Daredevils
419161,SE Bond,2,Eden Gardens,Mumbai Indians
419161,AB Dinda,2,Eden Gardens,Mumbai Indians
419161,JD Unadkat,1,Eden Gardens,Mumbai Indians
419161,SC Ganguly,0,Eden Gardens,Mumbai Indians
419161,M Kartik,2,Eden Gardens,Mumbai Indians
419161,DJ Hussey,0,Eden Gardens,Mumbai Indians
419161,MK Tiwary,1,Eden Gardens,Mumbai Indians
419161,AG Murtaza,0,Eden Gardens,Kolkata Knight Riders
419161,CRD Fernando,0,Eden Gardens,Kolkata Knight Riders
419161,R McLaren,0,Eden Gardens,Kolkata Knight Riders
419161,DJ Bravo,0,Eden Gardens,Kolkata Knight Riders
419161,STR Binny,0,Eden Gardens,Kolkata Knight Riders
419161,JP Duminy,0,Eden Gardens,Kolkata Knight Riders
419161,R Sathish,1,Eden Gardens,Kolkata Knight Riders
419162,P Kumar,0,Dr DY Patil Sports Academy,Mumbai Indians
419162,DW Steyn,3,Dr DY Patil Sports Academy,Mumbai Indians
419162,R Vinay Kumar,0,Dr DY Patil Sports Academy,Mumbai Indians
419162,JH Kallis,0,Dr DY Patil Sports Academy,Mumbai Indians
419162,A Kumble,1,Dr DY Patil Sports Academy,Mumbai Indians
419162,KP Pietersen,1,Dr DY Patil Sports Academy,Mumbai Indians
419162,V Kohli,0,Dr DY Patil Sports Academy,Mumbai Indians
419162,Z Khan,0,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419162,CRD Fernando,1,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419162,SL Malinga,2,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419162,Harbhajan Singh,2,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419162,KA Pollard,4,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419163,A Symonds,1,Dr DY Patil Sports Academy,Chennai Super Kings
419163,RJ Harris,3,Dr DY Patil Sports Academy,Chennai Super Kings
419163,RP Singh,1,Dr DY Patil Sports Academy,Chennai Super Kings
419163,PP Ojha,1,Dr DY Patil Sports Academy,Chennai Super Kings
419163,Harmeet Singh,1,Dr DY Patil Sports Academy,Chennai Super Kings
419163,R Ashwin,1,Dr DY Patil Sports Academy,Deccan Chargers
419163,DE Bollinger,4,Dr DY Patil Sports Academy,Deccan Chargers
419163,M Muralitharan,1,Dr DY Patil Sports Academy,Deccan Chargers
419163,JA Morkel,1,Dr DY Patil Sports Academy,Deccan Chargers
419163,SB Jakati,2,Dr DY Patil Sports Academy,Deccan Chargers
419163,SK Raina,1,Dr DY Patil Sports Academy,Deccan Chargers
419164,A Kumble,4,Dr DY Patil Sports Academy,Deccan Chargers
419164,P Kumar,2,Dr DY Patil Sports Academy,Deccan Chargers
419164,DW Steyn,1,Dr DY Patil Sports Academy,Deccan Chargers
419164,ND Doshi,1,Dr DY Patil Sports Academy,Deccan Chargers
419164,KP Pietersen,0,Dr DY Patil Sports Academy,Deccan Chargers
419164,B Akhil,0,Dr DY Patil Sports Academy,Deccan Chargers
419164,JH Kallis,2,Dr DY Patil Sports Academy,Deccan Chargers
419164,RJ Harris,0,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419164,A Symonds,0,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419164,PP Ojha,0,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419164,R Sharma,1,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419164,Harmeet Singh,0,Dr DY Patil Sports Academy,Royal Challengers Bangalore
419165,Harbhajan Singh,0,Dr DY Patil Sports Academy,Chennai Super Kings
419165,SL Malinga,1,Dr DY Patil Sports Academy,Chennai Super Kings
419165,Z Khan,1,Dr DY Patil Sports Academy,Chennai Super Kings
419165,CRD Fernando,2,Dr DY Patil Sports Academy,Chennai Super Kings
419165,KA Pollard,1,Dr DY Patil Sports Academy,Chennai Super Kings
419165,R Ashwin,0,Dr DY Patil Sports Academy,Mumbai Indians
419165,DE Bollinger,2,Dr DY Patil Sports Academy,Mumbai Indians
419165,JA Morkel,2,Dr DY Patil Sports Academy,Mumbai Indians
419165,M Muralitharan,1,Dr DY Patil Sports Academy,Mumbai Indians
419165,SB Jakati,2,Dr DY Patil Sports Academy,Mumbai Indians
419165,SK Raina,2,Dr DY Patil Sports Academy,Mumbai Indians
501198,Iqbal Abdulla,1,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
501198,YK Pathan,1,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
501198,L Balaji,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
501198,JH Kallis,2,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
501198,S Ladda,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
501198,R Bhatia,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
501198,JA Morkel,0,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
501198,TG Southee,1,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
501198,R Ashwin,1,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
501198,S Randiv,2,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
501198,SB Jakati,1,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
501198,SK Raina,2,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders
501199,JDP Oram,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers
501199,A Singh,3,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers
501199,J Botha,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers
501199,SK Trivedi,3,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers
501199,SK Warne,2,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers
501199,AL Menaria,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers
501199,STR Binny,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers
501199,PP Ojha,0,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals
501199,DW Steyn,2,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals
501199,I Sharma,0,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals
501199,DT Christian,0,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals
501199,A Mishra,0,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals
501200,Z Khan,1,Nehru Stadium,Kochi Tuskers Kerala
501200,DP Nannes,1,Nehru Stadium,Kochi Tuskers Kerala
501200,DL Vettori,1,Nehru Stadium,Kochi Tuskers Kerala
501200,TM Dilshan,1,Nehru Stadium,Kochi Tuskers Kerala
501200,A Mithun,0,Nehru Stadium,Kochi Tuskers Kerala
501200,V Kohli,1,Nehru Stadium,Kochi Tuskers Kerala
501200,AUK Pathan,0,Nehru Stadium,Kochi Tuskers Kerala
501200,RP Singh,0,Nehru Stadium,Royal Challengers Bangalore
501200,S Sreesanth,1,Nehru Stadium,Royal Challengers Bangalore
501200,RA Jadeja,1,Nehru Stadium,Royal Challengers Bangalore
501200,R Vinay Kumar,1,Nehru Stadium,Royal Challengers Bangalore
501200,M Muralitharan,0,Nehru Stadium,Royal Challengers Bangalore
501200,RV Gomez,1,Nehru Stadium,Royal Challengers Bangalore
501201,Harbhajan Singh,2,Feroz Shah Kotla,Delhi Daredevils
501201,SL Malinga,5,Feroz Shah Kotla,Delhi Daredevils
501201,AG Murtaza,3,Feroz Shah Kotla,Delhi Daredevils
501201,MM Patel,0,Feroz Shah Kotla,Delhi Daredevils
501201,KA Pollard,0,Feroz Shah Kotla,Delhi Daredevils
501201,JEC Franklin,0,Feroz Shah Kotla,Delhi Daredevils
501201,AB Dinda,0,Feroz Shah Kotla,Mumbai Indians
501201,M Morkel,1,Feroz Shah Kotla,Mumbai Indians
501201,IK Pathan,1,Feroz Shah Kotla,Mumbai Indians
501201,UT Yadav,0,Feroz Shah Kotla,Mumbai Indians
501201,RE van der Merwe,0,Feroz Shah Kotla,Mumbai Indians
501201,AJ Finch,0,Feroz Shah Kotla,Mumbai Indians
501202,AC Thomas,2,Dr DY Patil Sports Academy,Kings XI Punjab
501202,SB Wagh,3,Dr DY Patil Sports Academy,Kings XI Punjab
501202,WD Parnell,1,Dr DY Patil Sports Academy,Kings XI Punjab
501202,M Kartik,1,Dr DY Patil Sports Academy,Kings XI Punjab
501202,JD Ryder,1,Dr DY Patil Sports Academy,Kings XI Punjab
501202,M Manhas,0,Dr DY Patil Sports Academy,Kings XI Punjab
501202,R Sharma,0,Dr DY Patil Sports Academy,Kings XI Punjab
501202,P Kumar,1,Dr DY Patil Sports Academy,Pune Warriors
501202,NJ Rimmington,0,Dr DY Patil Sports Academy,Pune Warriors
501202,R McLaren,1,Dr DY Patil Sports Academy,Pune Warriors
501202,PP Chawla,0,Dr DY Patil Sports Academy,Pune Warriors
501202,AM Nayar,1,Dr DY Patil Sports Academy,Pune Warriors
501203,DW Steyn,1,Eden Gardens,Kolkata Knight Riders
501203,I Sharma,0,Eden Gardens,Kolkata Knight Riders
501203,DT Christian,0,Eden Gardens,Kolkata Knight Riders
501203,A Mishra,2,Eden Gardens,Kolkata Knight Riders
501203,PP Ojha,0,Eden Gardens,Kolkata Knight Riders
501203,DB Ravi Teja,0,Eden Gardens,Kolkata Knight Riders
501203,JP Duminy,1,Eden Gardens,Kolkata Knight Riders
501203,Iqbal Abdulla,3,Eden Gardens,Deccan Chargers
501203,L Balaji,1,Eden Gardens,Deccan Chargers
501203,YK Pathan,0,Eden Gardens,Deccan Chargers
501203,JD Unadkat,2,Eden Gardens,Deccan Chargers
501203,R Bhatia,2,Eden Gardens,Deccan Chargers
501203,RN ten Doeschate,0,Eden Gardens,Deccan Chargers
501204,SW Tait,2,Sawai Mansingh Stadium,Delhi Daredevils
501204,A Singh,1,Sawai Mansingh Stadium,Delhi Daredevils
501204,J Botha,0,Sawai Mansingh Stadium,Delhi Daredevils
501204,SK Trivedi,1,Sawai Mansingh Stadium,Delhi Daredevils
501204,SK Warne,2,Sawai Mansingh Stadium,Delhi Daredevils
501204,AB Dinda,1,Sawai Mansingh Stadium,Rajasthan Royals
501204,M Morkel,1,Sawai Mansingh Stadium,Rajasthan Royals
501204,IK Pathan,1,Sawai Mansingh Stadium,Rajasthan Royals
501204,RE van der Merwe,1,Sawai Mansingh Stadium,Rajasthan Royals
501204,S Nadeem,0,Sawai Mansingh Stadium,Rajasthan Royals
501205,SL Malinga,2,M Chinnaswamy Stadium,Royal Challengers Bangalore
501205,MM Patel,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
501205,KA Pollard,2,M Chinnaswamy Stadium,Royal Challengers Bangalore
501205,AG Murtaza,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
501205,Harbhajan Singh,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
501205,JEC Franklin,0,M Chinnaswamy Stadium,Royal Challengers Bangalore
501205,Z Khan,0,M Chinnaswamy Stadium,Mumbai Indians
501205,DL Vettori,0,M Chinnaswamy Stadium,Mumbai Indians
501205,DP Nannes,1,M Chinnaswamy Stadium,Mumbai Indians
501205,A Mithun,0,M Chinnaswamy Stadium,Mumbai Indians
501205,V Kohli,0,M Chinnaswamy Stadium,Mumbai Indians
501205,TM Dilshan,0,M Chinnaswamy Stadium,Mumbai Indians
