id,batsman,batsman_runs,bowling_team,Venue,runs_in_powerplay,runs_in_death,Innings,Bowler,Bowler_Type
336022,JR Hopes,4,Delhi Daredevils,Feroz Shah Kotla,4,0,2,A Mishra,Right arm leg spin
336022,Yuvraj Singh,23,Delhi Daredevils,Feroz Shah Kotla,23,0,2,GD McGrath,Right arm medium pace
336022,LA Pomersbach,25,Delhi Daredevils,Feroz Shah Kotla,17,0,2,not out,Not Out
336022,DPMD Jayawardene,36,Delhi Daredevils,Feroz Shah Kotla,25,0,2,not out,Not Out
336023,GC Smith,75,Royal Challengers Bangalore,Sawai Mansingh Stadium,14,24,1,not out,Not Out
336023,SA Asnodkar,50,Royal Challengers Bangalore,Sawai Mansingh Stadium,29,0,1,A Kumble,Right arm leg spin
336023,SR Watson,46,Royal Challengers Bangalore,Sawai Mansingh Stadium,0,28,1,not out,Not Out
336023,J Arunkumar,0,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,Sohail Tanvir,Left arm medium pace
336023,V Kohli,3,Rajasthan Royals,Sawai Mansingh Stadium,3,0,2,Sohail Tanvir,Left arm medium pace
336023,Misbah-ul-Haq,0,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,MM Patel,Right arm medium pace
336023,JH Kallis,20,Rajasthan Royals,Sawai Mansingh Stadium,11,0,2,SK Trivedi,Right arm medium pace
336023,CL White,10,Rajasthan Royals,Sawai Mansingh Stadium,6,0,2,MM Patel,Right arm medium pace
336023,R Dravid,75,Rajasthan Royals,Sawai Mansingh Stadium,0,41,2,not out,Not Out
336023,DT Patil,9,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,SK Warne,Right arm leg spin
336023,P Kumar,0,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,SK Warne,Right arm leg spin
336023,Z Khan,1,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,SK Warne,Right arm leg spin
336023,A Kumble,8,Rajasthan Royals,Sawai Mansingh Stadium,0,8,2,Sohail Tanvir,Left arm medium pace
336023,Abdur Razzak,0,Rajasthan Royals,Sawai Mansingh Stadium,0,0,2,not out,Not Out
336024,ST Jayasuriya,36,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",36,0,1,Y Venugopal Rao,Right arm off spin
336024,SR Tendulkar,23,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",17,0,1,Shahid Afridi,Right arm leg spin
336024,DJ Thornely,8,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",3,0,1,Shahid Afridi,Right arm leg spin
336024,RV Uthappa,7,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,1,Y Venugopal Rao,Right arm off spin
336024,AM Nayar,38,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,24,1,RP Singh,Left arm medium pace
336024,DJ Bravo,30,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,17,1,RP Singh,Left arm medium pace
336024,PR Shah,10,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,10,1,RP Singh,Left arm medium pace
336024,YV Takawale,5,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,5,1,not out,Not Out
336024,RR Raje,1,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,1,1,not out,Not Out
336024,AC Gilchrist,13,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",13,0,2,CRD Fernando,Right arm medium pace
336024,Shahid Afridi,0,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,0,2,DJ Bravo,Right arm medium pace
336024,RG Sharma,6,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",6,0,2,CRD Fernando,Right arm medium pace
336024,Y Venugopal Rao,57,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",1,9,2,DJ Bravo,Right arm medium pace
336024,LPC Silva,17,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",9,0,2,AM Nayar,Right arm medium pace
336024,DB Ravi Teja,37,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,19,2,DJ Bravo,Right arm medium pace
336024,H Das,2,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,2,2,CRD Fernando,Right arm medium pace
336024,DNT Zoysa,10,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,10,2,not out,Not Out
336024,RP Singh,3,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,3,2,not out,Not Out
336025,Salman Butt,73,Chennai Super Kings,Eden Gardens,22,16,1,L Balaji,Right arm medium pace
336025,Mohammad Hafeez,6,Chennai Super Kings,Eden Gardens,6,0,1,M Ntini,Right arm medium pace
336025,SC Ganguly,2,Chennai Super Kings,Eden Gardens,2,0,1,M Ntini,Right arm medium pace
336025,DB Das,27,Chennai Super Kings,Eden Gardens,1,1,1,M Ntini,Right arm medium pace
336025,DJ Hussey,0,Chennai Super Kings,Eden Gardens,0,0,1,M Ntini,Right arm medium pace
336025,LR Shukla,13,Chennai Super Kings,Eden Gardens,0,13,1,not out,Not Out
336025,WP Saha,15,Chennai Super Kings,Eden Gardens,0,15,1,not out,Not Out
336025,PA Patel,19,Kolkata Knight Riders,Eden Gardens,15,0,2,not out,Not Out
336025,SP Fleming,32,Kolkata Knight Riders,Eden Gardens,25,0,2,not out,Not Out
336026,JH Kallis,25,Delhi Daredevils,M Chinnaswamy Stadium,25,0,1,MF Maharoof,Right arm medium pace
336026,B Chipli,2,Delhi Daredevils,M Chinnaswamy Stadium,2,0,1,GD McGrath,Right arm medium pace
336026,SP Goswami,52,Delhi Daredevils,M Chinnaswamy Stadium,6,0,1,MF Maharoof,Right arm medium pace
336026,R Dravid,9,Delhi Daredevils,M Chinnaswamy Stadium,0,0,1,TM Dilshan,Right arm off spin
336026,Misbah-ul-Haq,47,Delhi Daredevils,M Chinnaswamy Stadium,0,42,1,not out,Not Out
336026,CL White,1,Delhi Daredevils,M Chinnaswamy Stadium,0,1,1,not out,Not Out
336026,B Akhil,3,Delhi Daredevils,M Chinnaswamy Stadium,0,3,1,not out,Not Out
336026,P Kumar,2,Delhi Daredevils,M Chinnaswamy Stadium,0,2,1,GD McGrath,Right arm medium pace
336026,Z Khan,4,Delhi Daredevils,M Chinnaswamy Stadium,0,4,1,not out,Not Out
336026,G Gambhir,39,Royal Challengers Bangalore,M Chinnaswamy Stadium,32,0,2,B Akhil,Right arm medium pace
336026,V Sehwag,47,Royal Challengers Bangalore,M Chinnaswamy Stadium,29,0,2,P Kumar,Right arm medium pace
336026,AB de Villiers,21,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,2,DW Steyn,Right arm medium pace
336026,TM Dilshan,4,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,2,A Kumble,Right arm leg spin
336026,S Dhawan,16,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,13,2,not out,Not Out
336026,KD Karthik,6,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,4,2,A Kumble,Right arm leg spin
336026,MF Maharoof,13,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,13,2,not out,Not Out
336027,Salman Butt,24,Rajasthan Royals,Eden Gardens,16,0,1,MM Patel,Right arm medium pace
336027,Mohammad Hafeez,4,Rajasthan Royals,Eden Gardens,4,0,1,MM Patel,Right arm medium pace
336027,SC Ganguly,32,Rajasthan Royals,Eden Gardens,8,0,1,SK Trivedi,Right arm medium pace
336027,DJ Hussey,11,Rajasthan Royals,Eden Gardens,0,0,1,YK Pathan,Right arm off spin
336027,DB Das,31,Rajasthan Royals,Eden Gardens,0,11,1,Sohail Tanvir,Left arm medium pace
336027,LR Shukla,15,Rajasthan Royals,Eden Gardens,0,9,1,Sohail Tanvir,Left arm medium pace
336027,WP Saha,11,Rajasthan Royals,Eden Gardens,0,11,1,not out,Not Out
336027,AB Agarkar,5,Rajasthan Royals,Eden Gardens,0,5,1,not out,Not Out
336027,Umar Gul,7,Rajasthan Royals,Eden Gardens,0,7,1,Sohail Tanvir,Left arm medium pace
336027,I Sharma,2,Rajasthan Royals,Eden Gardens,0,2,1,not out,Not Out
336027,GC Smith,24,Kolkata Knight Riders,Eden Gardens,24,0,2,Umar Gul,Right arm medium pace
336027,SA Asnodkar,5,Kolkata Knight Riders,Eden Gardens,5,0,2,I Sharma,Right arm medium pace
336027,Sohail Tanvir,13,Kolkata Knight Riders,Eden Gardens,13,0,2,Umar Gul,Right arm medium pace
336027,SR Watson,19,Kolkata Knight Riders,Eden Gardens,0,0,2,SC Ganguly,Right arm medium pace
336027,M Kaif,34,Kolkata Knight Riders,Eden Gardens,0,5,2,not out,Not Out
336027,YK Pathan,48,Kolkata Knight Riders,Eden Gardens,0,15,2,not out,Not Out
336028,SE Marsh,81,Mumbai Indians,Wankhede Stadium,24,0,1,SD Chitnis,Right arm off spin
336028,JR Hopes,0,Mumbai Indians,Wankhede Stadium,0,0,1,SM Pollock,Right arm medium pace
336028,LA Pomersbach,79,Mumbai Indians,Wankhede Stadium,18,31,1,not out,Not Out
336028,Yuvraj Singh,7,Mumbai Indians,Wankhede Stadium,0,7,1,SD Chitnis,Right arm off spin
336028,DPMD Jayawardene,1,Mumbai Indians,Wankhede Stadium,0,1,1,CRD Fernando,Right arm medium pace
336028,IK Pathan,9,Mumbai Indians,Wankhede Stadium,0,9,1,not out,Not Out
336028,ST Jayasuriya,20,Kings XI Punjab,Wankhede Stadium,20,0,2,S Sreesanth,Right arm medium pace
336028,SR Tendulkar,65,Kings XI Punjab,Wankhede Stadium,18,13,2,not out,Not Out
336028,DR Smith,20,Kings XI Punjab,Wankhede Stadium,18,0,2,not out,Not Out
336028,AM Nayar,27,Kings XI Punjab,Wankhede Stadium,0,0,2,PP Chawla,Right arm leg spin
336028,RV Uthappa,9,Kings XI Punjab,Wankhede Stadium,0,3,2,Yuvraj Singh,Left arm leg spin
336028,SM Pollock,0,Kings XI Punjab,Wankhede Stadium,0,0,2,Yuvraj Singh,Left arm leg spin
336028,PR Shah,5,Kings XI Punjab,Wankhede Stadium,0,5,2,S Sreesanth,Right arm medium pace
336028,SD Chitnis,15,Kings XI Punjab,Wankhede Stadium,0,15,2,VRV Singh,Right arm medium pace
336028,A Nehra,0,Kings XI Punjab,Wankhede Stadium,0,0,2,not out,Not Out
336028,CRD Fernando,2,Kings XI Punjab,Wankhede Stadium,0,2,2,not out,Not Out
336028,VS Yeligati,2,Kings XI Punjab,Wankhede Stadium,0,2,2,VRV Singh,Right arm medium pace
336029,JH Kallis,5,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",5,0,1,MS Gony,Right arm medium pace
336029,SP Goswami,10,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",10,0,1,MS Gony,Right arm medium pace
336029,V Kohli,10,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",7,0,1,M Muralitharan,Right arm off spin
336029,R Dravid,47,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,20,1,JA Morkel,Right arm medium pace
336029,Misbah-ul-Haq,4,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,0,1,L Balaji,Right arm medium pace
336029,MV Boucher,17,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,0,1,JA Morkel,Right arm medium pace
336029,B Akhil,6,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,6,1,not out,Not Out
336029,P Kumar,21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,21,1,JA Morkel,Right arm medium pace
336029,R Vinay Kumar,0,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,0,1,JA Morkel,Right arm medium pace
336029,A Kumble,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,2,1,not out,Not Out
336029,PA Patel,24,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",20,0,2,A Kumble,Right arm leg spin
336029,SP Fleming,45,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",17,0,2,A Kumble,Right arm leg spin
336029,MS Dhoni,4,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,0,2,R Vinay Kumar,Right arm medium pace
336029,SK Raina,21,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,13,2,not out,Not Out
336029,S Badrinath,1,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,0,2,A Kumble,Right arm leg spin
336029,JA Morkel,1,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,0,2,DW Steyn,Right arm medium pace
336029,S Vidyut,0,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,0,2,DW Steyn,Right arm medium pace
336029,MS Gony,4,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,4,2,P Kumar,Right arm medium pace
336029,L Balaji,0,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,0,2,DW Steyn,Right arm medium pace
336029,M Ntini,0,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0,0,2,not out,Not Out
336031,AC Gilchrist,50,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",22,0,1,RR Powar,Right arm off spin
336031,HH Gibbs,44,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",18,0,1,Gagandeep Singh,Right arm medium pace
336031,RG Sharma,50,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,37,1,VRV Singh,Right arm medium pace
336031,Y Venugopal Rao,2,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,2,1,S Sreesanth,Right arm medium pace
336031,LPC Silva,23,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,23,1,not out,Not Out
336031,SB Styris,1,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,1,1,not out,Not Out
336031,SE Marsh,60,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",30,1,2,SB Styris,Right arm medium pace
336031,KC Sangakkara,50,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",44,0,2,RG Sharma,Right arm off spin
336031,Yuvraj Singh,17,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",0,0,2,PP Ojha,Left arm off spin
336031,LA Pomersbach,13,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",0,8,2,PP Ojha,Left arm off spin
336031,DPMD Jayawardene,14,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",0,14,2,not out,Not Out
336031,PP Chawla,16,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",0,16,2,not out,Not Out
336032,ST Jayasuriya,66,Delhi Daredevils,Feroz Shah Kotla,41,0,1,A Mishra,Right arm leg spin
336032,SR Tendulkar,18,Delhi Daredevils,Feroz Shah Kotla,18,0,1,VY Mahesh,Right arm medium pace
336032,DR Smith,17,Delhi Daredevils,Feroz Shah Kotla,0,0,1,VY Mahesh,Right arm medium pace
336032,RV Uthappa,46,Delhi Daredevils,Feroz Shah Kotla,0,33,1,not out,Not Out
336032,AM Nayar,1,Delhi Daredevils,Feroz Shah Kotla,0,0,1,B Geeves,Right arm medium pace
336032,SM Pollock,16,Delhi Daredevils,Feroz Shah Kotla,0,15,1,MF Maharoof,Right arm medium pace
336032,SD Chitnis,3,Delhi Daredevils,Feroz Shah Kotla,0,3,1,VY Mahesh,Right arm medium pace
336032,PR Shah,0,Delhi Daredevils,Feroz Shah Kotla,0,0,1,VY Mahesh,Right arm medium pace
336032,G Gambhir,19,Mumbai Indians,Feroz Shah Kotla,19,0,2,A Nel,Right arm medium pace
336032,V Sehwag,18,Mumbai Indians,Feroz Shah Kotla,18,0,2,A Nehra,Left arm medium pace
336032,S Dhawan,27,Mumbai Indians,Feroz Shah Kotla,14,0,2,DR Smith,Right arm medium pace
336032,MK Tiwary,36,Mumbai Indians,Feroz Shah Kotla,5,0,2,not out,Not Out
336032,TM Dilshan,0,Mumbai Indians,Feroz Shah Kotla,0,0,2,DR Smith,Right arm medium pace
336032,KD Karthik,56,Mumbai Indians,Feroz Shah Kotla,0,29,2,not out,Not Out
336032,MF Maharoof,20,Mumbai Indians,Feroz Shah Kotla,0,20,2,not out,Not Out
336033,GC Smith,91,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",31,0,1,SK Raina,Right arm off spin
336033,SA Asnodkar,41,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",31,0,1,not out,Not Out
336033,Kamran Akmal,53,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,26,1,not out,Not Out
336033,YK Pathan,6,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,5,1,JA Morkel,Right arm medium pace
336033,M Kaif,10,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,10,1,JA Morkel,Right arm medium pace
336033,T Kohli,3,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,3,1,M Ntini,Right arm medium pace
336033,PA Patel,54,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",21,0,2,SK Warne,Right arm leg spin
336033,SP Fleming,7,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",7,0,2,YK Pathan,Right arm off spin
336033,SK Raina,45,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",35,0,2,SK Warne,Right arm leg spin
336033,JA Morkel,71,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0,27,2,Sohail Tanvir,Left arm medium pace
336033,MS Dhoni,12,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0,12,2,Sohail Tanvir,Left arm medium pace
336033,S Badrinath,1,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0,1,2,MM Patel,Right arm medium pace
336033,MS Gony,2,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0,2,2,not out,Not Out
336033,A Mukund,0,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0,0,2,Sohail Tanvir,Left arm medium pace
336034,B Chipli,10,Deccan Chargers,M Chinnaswamy Stadium,10,0,1,RP Singh,Left arm medium pace
336034,W Jaffer,44,Deccan Chargers,M Chinnaswamy Stadium,26,0,1,PP Ojha,Left arm off spin
336034,V Kohli,38,Deccan Chargers,M Chinnaswamy Stadium,8,0,1,RP Singh,Left arm medium pace
336034,JH Kallis,6,Deccan Chargers,M Chinnaswamy Stadium,0,0,1,PP Ojha,Left arm off spin
336034,Misbah-ul-Haq,3,Deccan Chargers,M Chinnaswamy Stadium,0,0,1,Shahid Afridi,Right arm leg spin
336034,R Dravid,26,Deccan Chargers,M Chinnaswamy Stadium,0,19,1,SB Styris,Right arm medium pace
336034,MV Boucher,16,Deccan Chargers,M Chinnaswamy Stadium,0,14,1,RP Singh,Left arm medium pace
336034,P Kumar,8,Deccan Chargers,M Chinnaswamy Stadium,0,8,1,SB Styris,Right arm medium pace
336034,AC Gilchrist,10,Royal Challengers Bangalore,M Chinnaswamy Stadium,10,0,2,Z Khan,Left arm medium pace
336034,VVS Laxman,52,Royal Challengers Bangalore,M Chinnaswamy Stadium,15,3,2,P Kumar,Right arm medium pace
336034,HH Gibbs,5,Royal Challengers Bangalore,M Chinnaswamy Stadium,5,0,2,P Kumar,Right arm medium pace
336034,RG Sharma,57,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,13,2,JH Kallis,Right arm medium pace
336034,Shahid Afridi,1,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,1,2,P Kumar,Right arm medium pace
336034,SB Styris,2,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,2,2,Z Khan,Left arm medium pace
336034,SB Bangar,17,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,17,2,not out,Not Out
336034,AS Yadav,3,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,3,2,not out,Not Out
336035,SE Marsh,40,Kolkata Knight Riders,Eden Gardens,15,0,1,BAW Mendis,Right arm off spin
336035,JR Hopes,13,Kolkata Knight Riders,Eden Gardens,13,0,1,Umar Gul,Right arm medium pace
336035,KC Sangakkara,64,Kolkata Knight Riders,Eden Gardens,11,0,1,Umar Gul,Right arm medium pace
336035,Yuvraj Singh,27,Kolkata Knight Riders,Eden Gardens,0,20,1,not out,Not Out
336035,DPMD Jayawardene,11,Kolkata Knight Riders,Eden Gardens,0,11,1,not out,Not Out
336035,IK Pathan,7,Kolkata Knight Riders,Eden Gardens,0,7,1,Umar Gul,Right arm medium pace
336035,PP Chawla,0,Kolkata Knight Riders,Eden Gardens,0,0,1,Umar Gul,Right arm medium pace
336035,TM Srivastava,1,Kolkata Knight Riders,Eden Gardens,0,1,1,not out,Not Out
336035,Salman Butt,24,Kings XI Punjab,Eden Gardens,24,0,2,S Sreesanth,Right arm medium pace
336035,SC Ganguly,86,Kings XI Punjab,Eden Gardens,20,42,2,not out,Not Out
336035,DB Das,0,Kings XI Punjab,Eden Gardens,0,0,2,S Sreesanth,Right arm medium pace
336035,DJ Hussey,12,Kings XI Punjab,Eden Gardens,5,0,2,PP Chawla,Right arm leg spin
336035,LR Shukla,5,Kings XI Punjab,Eden Gardens,0,0,2,VRV Singh,Right arm medium pace
336035,WP Saha,13,Kings XI Punjab,Eden Gardens,0,0,2,PP Chawla,Right arm leg spin
336035,A Chopra,2,Kings XI Punjab,Eden Gardens,0,1,2,JR Hopes,Right arm medium pace
336035,Umar Gul,24,Kings XI Punjab,Eden Gardens,0,24,2,VRV Singh,Right arm medium pace
336035,I Sharma,0,Kings XI Punjab,Eden Gardens,0,0,2,not out,Not Out
336036,ST Jayasuriya,38,Rajasthan Royals,Sawai Mansingh Stadium,11,0,1,SK Trivedi,Right arm medium pace
336036,SR Tendulkar,30,Rajasthan Royals,Sawai Mansingh Stadium,15,0,1,SK Trivedi,Right arm medium pace
336036,AM Nayar,25,Rajasthan Royals,Sawai Mansingh Stadium,0,7,1,Sohail Tanvir,Left arm medium pace
336036,RV Uthappa,3,Rajasthan Royals,Sawai Mansingh Stadium,0,0,1,SK Warne,Right arm leg spin
336036,DR Smith,8,Rajasthan Royals,Sawai Mansingh Stadium,0,8,1,Sohail Tanvir,Left arm medium pace
336036,SM Pollock,0,Rajasthan Royals,Sawai Mansingh Stadium,0,0,1,Sohail Tanvir,Left arm medium pace
336036,MK Pandey,3,Rajasthan Royals,Sawai Mansingh Stadium,0,3,1,Sohail Tanvir,Left arm medium pace
336036,YV Takawale,24,Rajasthan Royals,Sawai Mansingh Stadium,0,24,1,not out,Not Out
336036,RR Raje,1,Rajasthan Royals,Sawai Mansingh Stadium,0,1,1,not out,Not Out
336036,Kamran Akmal,18,Mumbai Indians,Sawai Mansingh Stadium,18,0,2,not out,Not Out
336036,SA Asnodkar,17,Mumbai Indians,Sawai Mansingh Stadium,11,0,2,CRD Fernando,Right arm medium pace
336036,YK Pathan,2,Mumbai Indians,Sawai Mansingh Stadium,2,0,2,CRD Fernando,Right arm medium pace
336036,SR Watson,18,Mumbai Indians,Sawai Mansingh Stadium,1,0,2,RR Raje,Right arm medium pace
336036,M Kaif,12,Mumbai Indians,Sawai Mansingh Stadium,0,0,2,not out,Not Out
336036,Niraj Patel,40,Mumbai Indians,Sawai Mansingh Stadium,0,33,2,not out,Not Out
336036,RA Jadeja,23,Mumbai Indians,Sawai Mansingh Stadium,0,17,2,not out,Not Out
336037,AC Gilchrist,5,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",5,0,1,MS Gony,Right arm medium pace
336037,HH Gibbs,8,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",8,0,1,M Ntini,Right arm medium pace
336037,SB Styris,20,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",4,0,1,M Muralitharan,Right arm off spin
336037,Y Venugopal Rao,46,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",8,16,1,JA Morkel,Right arm medium pace
336037,DB Ravi Teja,40,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",0,20,1,JA Morkel,Right arm medium pace
336037,AS Yadav,0,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",0,0,1,JA Morkel,Right arm medium pace
336037,RP Singh,10,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",0,10,1,L Balaji,Right arm medium pace
336037,Shahid Afridi,1,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",0,1,1,L Balaji,Right arm medium pace
336037,PP Ojha,1,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",0,1,1,not out,Not Out
336037,PA Patel,20,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",17,0,2,PM Sarvesh Kumar,Right arm medium pace
336037,SP Fleming,14,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",14,0,2,DP Vijaykumar,Right arm medium pace
336037,SK Raina,54,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",9,22,2,not out,Not Out
336037,MS Dhoni,37,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,0,2,PP Ojha,Left arm off spin
336037,JA Morkel,12,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,12,2,not out,Not Out
336038,GC Smith,25,Delhi Daredevils,Wankhede Stadium,19,0,1,MF Maharoof,Right arm medium pace
336038,SA Asnodkar,39,Delhi Daredevils,Wankhede Stadium,38,0,1,MF Maharoof,Right arm medium pace
336038,Sohail Tanvir,5,Delhi Daredevils,Wankhede Stadium,0,0,1,MF Maharoof,Right arm medium pace
336038,SR Watson,52,Delhi Daredevils,Wankhede Stadium,0,0,1,A Mishra,Right arm leg spin
336038,M Kaif,12,Delhi Daredevils,Wankhede Stadium,0,0,1,A Mishra,Right arm leg spin
336038,YK Pathan,45,Delhi Daredevils,Wankhede Stadium,0,39,1,Mohammad Asif,Right arm medium pace
336038,RA Jadeja,7,Delhi Daredevils,Wankhede Stadium,0,7,1,VY Mahesh,Right arm medium pace
336038,SK Warne,0,Delhi Daredevils,Wankhede Stadium,0,0,1,VY Mahesh,Right arm medium pace
336038,M Rawat,2,Delhi Daredevils,Wankhede Stadium,0,2,1,Mohammad Asif,Right arm medium pace
336038,SK Trivedi,1,Delhi Daredevils,Wankhede Stadium,0,1,1,not out,Not Out
336038,G Gambhir,11,Rajasthan Royals,Wankhede Stadium,11,0,2,SR Watson,Right arm medium pace
336038,V Sehwag,3,Rajasthan Royals,Wankhede Stadium,3,0,2,SR Watson,Right arm medium pace
336038,S Dhawan,5,Rajasthan Royals,Wankhede Stadium,5,0,2,SR Watson,Right arm medium pace
336038,MK Tiwary,0,Rajasthan Royals,Wankhede Stadium,0,0,2,MM Patel,Right arm medium pace
336038,TM Dilshan,33,Rajasthan Royals,Wankhede Stadium,4,0,2,SK Warne,Right arm leg spin
336038,KD Karthik,10,Rajasthan Royals,Wankhede Stadium,0,0,2,SK Trivedi,Right arm medium pace
336038,MF Maharoof,6,Rajasthan Royals,Wankhede Stadium,0,0,2,SK Warne,Right arm leg spin
336038,A Mishra,2,Rajasthan Royals,Wankhede Stadium,0,0,2,MM Patel,Right arm medium pace
336038,Mohammad Asif,3,Rajasthan Royals,Wankhede Stadium,0,1,2,RA Jadeja,Left arm leg spin
336038,VY Mahesh,3,Rajasthan Royals,Wankhede Stadium,0,0,2,MM Patel,Right arm medium pace
336038,GD McGrath,4,Rajasthan Royals,Wankhede Stadium,0,4,2,not out,Not Out
336039,SE Marsh,23,Chennai Super Kings,Wankhede Stadium,23,0,1,M Ntini,Right arm medium pace
336039,JR Hopes,2,Chennai Super Kings,Wankhede Stadium,2,0,1,M Ntini,Right arm medium pace
336039,KC Sangakkara,3,Chennai Super Kings,Wankhede Stadium,3,0,1,MS Gony,Right arm medium pace
336039,Yuvraj Singh,4,Chennai Super Kings,Wankhede Stadium,4,0,1,MS Gony,Right arm medium pace
336039,DPMD Jayawardene,8,Chennai Super Kings,Wankhede Stadium,1,0,1,JA Morkel,Right arm medium pace
