id,batsman,batsman_runs,bowling_team,Venue,runs_in_powerplay,runs_in_death,Innings,Bowler,Bowler_Type
829807,AB de Villiers,0,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,2,MC Henriques,Right arm medium pace
829807,Mandeep Singh,1,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,0,2,P Kumar,Right arm medium pace
829807,KD Karthik,2,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,0,2,not out,Not Out
829809,WP Saha,15,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",15,0,1,P Negi,Left arm off spin
829809,M Vohra,4,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",4,0,1,IC Pandey,Right arm medium pace
829809,GJ Bailey,12,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",12,0,1,A Nehra,Left arm medium pace
829809,GJ Maxwell,6,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",5,0,1,RA Jadeja,Left arm leg spin
829809,Gurkeerat Singh,15,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",5,0,1,R Ashwin,Right arm off spin
829809,DA Miller,11,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",0,0,1,P Negi,Left arm off spin
829809,AR Patel,32,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",0,17,1,DJ Bravo,Right arm medium pace
829809,R Dhawan,25,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",0,24,1,not out,Not Out
829809,BE Hendricks,1,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",0,1,1,not out,Not Out
829809,MEK Hussey,1,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,0,2,Sandeep Sharma,Right arm medium pace
829809,BB McCullum,6,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",6,0,2,BE Hendricks,Left arm medium pace
829809,F du Plessis,55,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",18,0,2,R Dhawan,Right arm medium pace
829809,SK Raina,41,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",20,5,2,not out,Not Out
829809,MS Dhoni,25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,18,2,not out,Not Out
829811,AM Rahane,37,Kolkata Knight Riders,Brabourne Stadium,25,0,1,Azhar Mahmood,Right arm medium pace
829811,SR Watson,104,Kolkata Knight Riders,Brabourne Stadium,37,36,1,not out,Not Out
829811,SPD Smith,14,Kolkata Knight Riders,Brabourne Stadium,0,0,1,AD Russell,Right arm medium pace
829811,SV Samson,8,Kolkata Knight Riders,Brabourne Stadium,0,0,1,AD Russell,Right arm medium pace
829811,JP Faulkner,6,Kolkata Knight Riders,Brabourne Stadium,0,0,1,AD Russell,Right arm medium pace
829811,KK Nair,16,Kolkata Knight Riders,Brabourne Stadium,0,11,1,UT Yadav,Right arm medium pace
829811,CH Morris,4,Kolkata Knight Riders,Brabourne Stadium,0,4,1,UT Yadav,Right arm medium pace
829811,RV Uthappa,14,Rajasthan Royals,Brabourne Stadium,14,0,2,DS Kulkarni,Right arm medium pace
829811,G Gambhir,1,Rajasthan Royals,Brabourne Stadium,1,0,2,CH Morris,Right arm medium pace
829811,MK Pandey,21,Rajasthan Royals,Brabourne Stadium,13,0,2,DS Kulkarni,Right arm medium pace
829811,YK Pathan,44,Rajasthan Royals,Brabourne Stadium,10,0,2,SR Watson,Right arm medium pace
829811,AD Russell,37,Rajasthan Royals,Brabourne Stadium,0,0,2,CH Morris,Right arm medium pace
829811,SA Yadav,0,Rajasthan Royals,Brabourne Stadium,0,0,2,CH Morris,Right arm medium pace
829811,Shakib Al Hasan,13,Rajasthan Royals,Brabourne Stadium,0,4,2,CH Morris,Right arm medium pace
829811,Azhar Mahmood,6,Rajasthan Royals,Brabourne Stadium,0,6,2,JP Faulkner,Left arm medium pace
829811,PP Chawla,0,Rajasthan Royals,Brabourne Stadium,0,0,2,SR Watson,Right arm medium pace
829811,UT Yadav,24,Rajasthan Royals,Brabourne Stadium,0,24,2,not out,Not Out
829811,M Morkel,4,Rajasthan Royals,Brabourne Stadium,0,4,2,not out,Not Out
829813,Q de Kock,69,Royal Challengers Bangalore,M Chinnaswamy Stadium,32,0,1,YS Chahal,Right arm leg spin
829813,SS Iyer,20,Royal Challengers Bangalore,M Chinnaswamy Stadium,20,0,1,HV Patel,Right arm medium pace
829813,JP Duminy,67,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,32,1,not out,Not Out
829813,Yuvraj Singh,11,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,1,YS Chahal,Right arm leg spin
829813,KM Jadhav,0,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,1,HV Patel,Right arm medium pace
829813,AD Mathews,1,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,1,not out,Not Out
829813,SS Tiwary,13,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,13,1,not out,Not Out
829813,V Kohli,1,Delhi Daredevils,M Chinnaswamy Stadium,1,0,2,not out,Not Out
829813,CH Gayle,1,Delhi Daredevils,M Chinnaswamy Stadium,1,0,2,not out,Not Out
829815,DA Warner,6,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",6,0,1,MJ McClenaghan,Left arm medium pace
829815,S Dhawan,1,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",1,0,1,SL Malinga,Right arm medium pace
829815,EJG Morgan,9,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",9,0,1,MJ McClenaghan,Left arm medium pace
829815,MC Henriques,11,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",9,0,1,J Suchith,Left arm off spin
829815,KL Rahul,25,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",1,0,1,Harbhajan Singh,Right arm off spin
829815,NV Ojha,0,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,0,1,J Suchith,Left arm off spin
829815,KV Sharma,15,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,6,1,SL Malinga,Right arm medium pace
829815,A Ashish Reddy,17,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,3,1,KA Pollard,Right arm medium pace
829815,B Kumar,0,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,0,1,MJ McClenaghan,Left arm medium pace
829815,P Kumar,4,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,4,1,not out,Not Out
829815,DW Steyn,19,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,19,1,not out,Not Out
829815,LMP Simmons,48,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",20,0,2,KV Sharma,Right arm leg spin
829815,PA Patel,51,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",16,0,2,not out,Not Out
829815,RG Sharma,7,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,2,not out,Not Out
829817,LMP Simmons,65,Chennai Super Kings,Wankhede Stadium,33,0,1,RA Jadeja,Left arm leg spin
829817,PA Patel,35,Chennai Super Kings,Wankhede Stadium,12,0,1,DJ Bravo,Right arm medium pace
829817,RG Sharma,19,Chennai Super Kings,Wankhede Stadium,0,1,1,DJ Bravo,Right arm medium pace
829817,KA Pollard,41,Chennai Super Kings,Wankhede Stadium,0,27,1,DJ Bravo,Right arm medium pace
829817,HH Pandya,1,Chennai Super Kings,Wankhede Stadium,0,1,1,A Nehra,Left arm medium pace
829817,AT Rayudu,10,Chennai Super Kings,Wankhede Stadium,0,10,1,MM Sharma,Right arm medium pace
829817,Harbhajan Singh,6,Chennai Super Kings,Wankhede Stadium,0,6,1,not out,Not Out
829817,J Suchith,1,Chennai Super Kings,Wankhede Stadium,0,1,1,not out,Not Out
829817,DR Smith,0,Mumbai Indians,Wankhede Stadium,0,0,2,SL Malinga,Right arm medium pace
829817,F du Plessis,45,Mumbai Indians,Wankhede Stadium,29,0,2,J Suchith,Left arm off spin
829817,MEK Hussey,16,Mumbai Indians,Wankhede Stadium,16,0,2,R Vinay Kumar,Right arm medium pace
829817,SK Raina,25,Mumbai Indians,Wankhede Stadium,7,0,2,Harbhajan Singh,Right arm off spin
829817,MS Dhoni,0,Mumbai Indians,Wankhede Stadium,0,0,2,Harbhajan Singh,Right arm off spin
829817,DJ Bravo,20,Mumbai Indians,Wankhede Stadium,0,0,2,not out,Not Out
829817,RA Jadeja,19,Mumbai Indians,Wankhede Stadium,0,9,2,MJ McClenaghan,Left arm medium pace
829817,P Negi,3,Mumbai Indians,Wankhede Stadium,0,3,2,R Vinay Kumar,Right arm medium pace
829817,R Ashwin,23,Mumbai Indians,Wankhede Stadium,0,23,2,SL Malinga,Right arm medium pace
829817,MM Sharma,3,Mumbai Indians,Wankhede Stadium,0,3,2,not out,Not Out
829817,A Nehra,0,Mumbai Indians,Wankhede Stadium,0,0,2,SL Malinga,Right arm medium pace
829819,CH Gayle,27,Rajasthan Royals,Maharashtra Cricket Association Stadium,27,0,1,DS Kulkarni,Right arm medium pace
829819,V Kohli,12,Rajasthan Royals,Maharashtra Cricket Association Stadium,8,0,1,DS Kulkarni,Right arm medium pace
829819,AB de Villiers,66,Rajasthan Royals,Maharashtra Cricket Association Stadium,0,31,1,not out,Not Out
829819,Mandeep Singh,54,Rajasthan Royals,Maharashtra Cricket Association Stadium,0,25,1,not out,Not Out
829819,KD Karthik,8,Rajasthan Royals,Maharashtra Cricket Association Stadium,0,8,1,CH Morris,Right arm medium pace
829819,SN Khan,1,Rajasthan Royals,Maharashtra Cricket Association Stadium,0,1,1,not out,Not Out
829819,AM Rahane,42,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,19,0,2,YS Chahal,Right arm leg spin
829819,SR Watson,10,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,10,0,2,S Aravind,Left arm medium pace
829819,SV Samson,5,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,5,0,2,HV Patel,Right arm medium pace
829819,SPD Smith,12,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,6,0,2,D Wiese,Right arm medium pace
829819,KK Nair,12,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,0,2,HV Patel,Right arm medium pace
829819,DJ Hooda,11,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,6,2,D Wiese,Right arm medium pace
829819,JP Faulkner,4,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,0,2,S Aravind,Left arm medium pace
829819,STR Binny,0,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,0,2,S Aravind,Left arm medium pace
829819,CH Morris,0,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,0,2,MA Starc,Left arm medium pace
829819,Ankit Sharma,7,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,7,2,not out,Not Out
829819,DS Kulkarni,3,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0,3,2,YS Chahal,Right arm leg spin
829821,CH Gayle,41,Chennai Super Kings,JSCA International Stadium Complex,13,0,1,SK Raina,Right arm off spin
829821,V Kohli,12,Chennai Super Kings,JSCA International Stadium Complex,12,0,1,A Nehra,Left arm medium pace
829821,AB de Villiers,1,Chennai Super Kings,JSCA International Stadium Complex,1,0,1,A Nehra,Left arm medium pace
829821,Mandeep Singh,4,Chennai Super Kings,JSCA International Stadium Complex,3,0,1,R Ashwin,Right arm off spin
829821,KD Karthik,28,Chennai Super Kings,JSCA International Stadium Complex,0,5,1,A Nehra,Left arm medium pace
829821,SN Khan,31,Chennai Super Kings,JSCA International Stadium Complex,0,27,1,DJ Bravo,Right arm medium pace
829821,D Wiese,12,Chennai Super Kings,JSCA International Stadium Complex,0,12,1,MM Sharma,Right arm medium pace
829821,HV Patel,2,Chennai Super Kings,JSCA International Stadium Complex,0,2,1,DJ Bravo,Right arm medium pace
829821,MA Starc,1,Chennai Super Kings,JSCA International Stadium Complex,0,1,1,not out,Not Out
829821,S Aravind,0,Chennai Super Kings,JSCA International Stadium Complex,0,0,1,not out,Not Out
829821,DR Smith,17,Royal Challengers Bangalore,JSCA International Stadium Complex,17,0,2,S Aravind,Left arm medium pace
829821,MEK Hussey,56,Royal Challengers Bangalore,JSCA International Stadium Complex,11,15,2,D Wiese,Right arm medium pace
829821,F du Plessis,21,Royal Challengers Bangalore,JSCA International Stadium Complex,5,0,2,YS Chahal,Right arm leg spin
829821,SK Raina,0,Royal Challengers Bangalore,JSCA International Stadium Complex,0,0,2,YS Chahal,Right arm leg spin
829821,MS Dhoni,26,Royal Challengers Bangalore,JSCA International Stadium Complex,0,17,2,HV Patel,Right arm medium pace
829821,P Negi,12,Royal Challengers Bangalore,JSCA International Stadium Complex,0,12,2,not out,Not Out
829821,DJ Bravo,0,Royal Challengers Bangalore,JSCA International Stadium Complex,0,0,2,MA Starc,Left arm medium pace
829821,R Ashwin,1,Royal Challengers Bangalore,JSCA International Stadium Complex,0,1,2,not out,Not Out
829823,LMP Simmons,68,Chennai Super Kings,Eden Gardens,33,0,1,DR Smith,Right arm medium pace
829823,PA Patel,0,Chennai Super Kings,Eden Gardens,0,0,1,A Nehra,Left arm medium pace
829823,RG Sharma,50,Chennai Super Kings,Eden Gardens,26,0,1,DJ Bravo,Right arm medium pace
829823,AT Rayudu,36,Chennai Super Kings,Eden Gardens,0,18,1,not out,Not Out
829823,KA Pollard,36,Chennai Super Kings,Eden Gardens,0,28,1,MM Sharma,Right arm medium pace
829823,HH Pandya,0,Chennai Super Kings,Eden Gardens,0,0,1,DJ Bravo,Right arm medium pace
829823,Harbhajan Singh,6,Chennai Super Kings,Eden Gardens,0,6,1,not out,Not Out
829823,DR Smith,57,Mumbai Indians,Eden Gardens,21,0,2,Harbhajan Singh,Right arm off spin
829823,MEK Hussey,4,Mumbai Indians,Eden Gardens,4,0,2,MJ McClenaghan,Left arm medium pace
829823,SK Raina,28,Mumbai Indians,Eden Gardens,4,0,2,Harbhajan Singh,Right arm off spin
829823,MS Dhoni,18,Mumbai Indians,Eden Gardens,0,9,2,SL Malinga,Right arm medium pace
829823,DJ Bravo,9,Mumbai Indians,Eden Gardens,0,0,2,MJ McClenaghan,Left arm medium pace
829823,P Negi,3,Mumbai Indians,Eden Gardens,0,3,2,SL Malinga,Right arm medium pace
829823,F du Plessis,1,Mumbai Indians,Eden Gardens,0,1,2,R Vinay Kumar,Right arm medium pace
829823,RA Jadeja,11,Mumbai Indians,Eden Gardens,0,11,2,not out,Not Out
829823,R Ashwin,2,Mumbai Indians,Eden Gardens,0,2,2,MJ McClenaghan,Left arm medium pace
829823,MM Sharma,21,Mumbai Indians,Eden Gardens,0,21,2,not out,Not Out
980901,LMP Simmons,8,Rising Pune Supergiants,Wankhede Stadium,8,0,1,I Sharma,Right arm medium pace
980901,RG Sharma,7,Rising Pune Supergiants,Wankhede Stadium,7,0,1,I Sharma,Right arm medium pace
980901,HH Pandya,9,Rising Pune Supergiants,Wankhede Stadium,9,0,1,MR Marsh,Right arm medium pace
980901,JC Buttler,0,Rising Pune Supergiants,Wankhede Stadium,0,0,1,MR Marsh,Right arm medium pace
980901,AT Rayudu,22,Rising Pune Supergiants,Wankhede Stadium,2,0,1,R Ashwin,Right arm off spin
980901,KA Pollard,1,Rising Pune Supergiants,Wankhede Stadium,0,0,1,R Bhatia,Right arm medium pace
980901,S Gopal,2,Rising Pune Supergiants,Wankhede Stadium,0,0,1,M Ashwin,Right arm leg spin
980901,Harbhajan Singh,45,Rising Pune Supergiants,Wankhede Stadium,0,38,1,not out,Not Out
980901,R Vinay Kumar,12,Rising Pune Supergiants,Wankhede Stadium,0,12,1,RP Singh,Left arm medium pace
980901,MJ McClenaghan,2,Rising Pune Supergiants,Wankhede Stadium,0,2,1,not out,Not Out
980901,AM Rahane,66,Mumbai Indians,Wankhede Stadium,30,0,2,not out,Not Out
980901,F du Plessis,34,Mumbai Indians,Wankhede Stadium,26,0,2,Harbhajan Singh,Right arm off spin
980901,KP Pietersen,21,Mumbai Indians,Wankhede Stadium,0,0,2,not out,Not Out
980903,MA Agarwal,9,Kolkata Knight Riders,Eden Gardens,9,0,1,AD Russell,Right arm medium pace
980903,Q de Kock,17,Kolkata Knight Riders,Eden Gardens,17,0,1,AD Russell,Right arm medium pace
980903,SS Iyer,0,Kolkata Knight Riders,Eden Gardens,0,0,1,AD Russell,Right arm medium pace
980903,KK Nair,3,Kolkata Knight Riders,Eden Gardens,3,0,1,JW Hastings,Right arm medium pace
980903,SV Samson,15,Kolkata Knight Riders,Eden Gardens,4,0,1,GB Hogg,Left arm off spin
980903,P Negi,11,Kolkata Knight Riders,Eden Gardens,0,0,1,GB Hogg,Left arm off spin
980903,CR Brathwaite,6,Kolkata Knight Riders,Eden Gardens,0,0,1,PP Chawla,Right arm leg spin
980903,CH Morris,11,Kolkata Knight Riders,Eden Gardens,0,0,1,PP Chawla,Right arm leg spin
980903,NM Coulter-Nile,7,Kolkata Knight Riders,Eden Gardens,0,2,1,not out,Not Out
980903,A Mishra,3,Kolkata Knight Riders,Eden Gardens,0,0,1,GB Hogg,Left arm off spin
980903,Z Khan,4,Kolkata Knight Riders,Eden Gardens,0,4,1,JW Hastings,Right arm medium pace
980903,RV Uthappa,35,Delhi Daredevils,Eden Gardens,30,0,2,A Mishra,Right arm leg spin
980903,G Gambhir,38,Delhi Daredevils,Eden Gardens,15,0,2,not out,Not Out
980903,MK Pandey,15,Delhi Daredevils,Eden Gardens,0,0,2,not out,Not Out
980905,M Vijay,42,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",33,0,1,RA Jadeja,Left arm leg spin
980905,M Vohra,38,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",19,0,1,RA Jadeja,Left arm leg spin
980905,DA Miller,15,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",0,0,1,DJ Bravo,Right arm medium pace
980905,GJ Maxwell,2,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",0,0,1,DJ Bravo,Right arm medium pace
980905,WP Saha,20,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",0,12,1,DJ Bravo,Right arm medium pace
980905,MP Stoinis,33,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",0,19,1,DJ Bravo,Right arm medium pace
980905,AR Patel,4,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",0,4,1,not out,Not Out
980905,AJ Finch,74,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",35,0,2,P Sahu,Right arm leg spin
980905,BB McCullum,0,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,0,2,Sandeep Sharma,Right arm medium pace
980905,SK Raina,20,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",20,0,2,MP Stoinis,Right arm medium pace
980905,KD Karthik,41,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,15,2,not out,Not Out
980905,RA Jadeja,8,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,0,2,not out,Not Out
980905,Ishan Kishan,11,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,10,2,MG Johnson,Left arm medium pace
980905,DJ Bravo,2,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,2,2,not out,Not Out
980907,CH Gayle,1,Sunrisers Hyderabad,M Chinnaswamy Stadium,1,0,1,B Kumar,Right arm medium pace
980907,V Kohli,75,Sunrisers Hyderabad,M Chinnaswamy Stadium,18,5,1,B Kumar,Right arm medium pace
980907,AB de Villiers,82,Sunrisers Hyderabad,M Chinnaswamy Stadium,28,1,1,Mustafizur Rahman,Left arm medium pace
980907,SR Watson,19,Sunrisers Hyderabad,M Chinnaswamy Stadium,0,19,1,Mustafizur Rahman,Left arm medium pace
980907,KM Jadhav,8,Sunrisers Hyderabad,M Chinnaswamy Stadium,0,8,1,not out,Not Out
980907,SN Khan,35,Sunrisers Hyderabad,M Chinnaswamy Stadium,0,35,1,not out,Not Out
980907,DA Warner,58,Royal Challengers Bangalore,M Chinnaswamy Stadium,39,0,2,SR Watson,Right arm medium pace
980907,S Dhawan,8,Royal Challengers Bangalore,M Chinnaswamy Stadium,8,0,2,Parvez Rasool,Right arm off spin
980907,MC Henriques,19,Royal Challengers Bangalore,M Chinnaswamy Stadium,4,0,2,AF Milne,Right arm medium pace
980907,NV Ojha,0,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,2,YS Chahal,Right arm leg spin
980907,DJ Hooda,6,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,2,YS Chahal,Right arm leg spin
980907,EJG Morgan,22,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,14,2,not out,Not Out
980907,A Ashish Reddy,32,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,1,2,SR Watson,Right arm medium pace
980907,KV Sharma,26,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,26,2,not out,Not Out
980909,RV Uthappa,8,Mumbai Indians,Eden Gardens,8,0,1,MJ McClenaghan,Left arm medium pace
980909,G Gambhir,64,Mumbai Indians,Eden Gardens,23,10,1,HH Pandya,Right arm medium pace
980909,MK Pandey,52,Mumbai Indians,Eden Gardens,6,0,1,Harbhajan Singh,Right arm off spin
980909,AD Russell,36,Mumbai Indians,Eden Gardens,0,20,1,MJ McClenaghan,Left arm medium pace
980909,YK Pathan,9,Mumbai Indians,Eden Gardens,0,9,1,not out,Not Out
980909,C Munro,4,Mumbai Indians,Eden Gardens,0,4,1,not out,Not Out
980909,SA Yadav,4,Mumbai Indians,Eden Gardens,0,4,1,not out,Not Out
980909,RG Sharma,84,Kolkata Knight Riders,Eden Gardens,25,25,2,not out,Not Out
980909,PA Patel,23,Kolkata Knight Riders,Eden Gardens,23,0,2,GB Hogg,Left arm off spin
980909,HH Pandya,9,Kolkata Knight Riders,Eden Gardens,0,0,2,PP Chawla,Right arm leg spin
980909,MJ McClenaghan,20,Kolkata Knight Riders,Eden Gardens,0,0,2,Kuldeep Yadav,Left arm leg spin
980909,JC Buttler,41,Kolkata Knight Riders,Eden Gardens,0,23,2,AD Russell,Right arm medium pace
980909,KA Pollard,1,Kolkata Knight Riders,Eden Gardens,0,1,2,not out,Not Out
980911,AM Rahane,21,Gujarat Lions,Saurashtra Cricket Association Stadium,21,0,1,PV Tambe,Right arm leg spin
980911,F du Plessis,69,Gujarat Lions,Saurashtra Cricket Association Stadium,20,10,1,PV Tambe,Right arm leg spin
980911,KP Pietersen,37,Gujarat Lions,Saurashtra Cricket Association Stadium,15,0,1,DJ Bravo,Right arm medium pace
980911,SPD Smith,5,Gujarat Lions,Saurashtra Cricket Association Stadium,0,2,1,RA Jadeja,Left arm leg spin
980911,MS Dhoni,22,Gujarat Lions,Saurashtra Cricket Association Stadium,0,22,1,not out,Not Out
980911,MR Marsh,7,Gujarat Lions,Saurashtra Cricket Association Stadium,0,7,1,RA Jadeja,Left arm leg spin
980911,R Bhatia,0,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,1,not out,Not Out
980911,AJ Finch,50,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,34,0,2,M Ashwin,Right arm leg spin
980911,BB McCullum,49,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,22,0,2,I Sharma,Right arm medium pace
980911,SK Raina,24,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,0,2,2,M Ashwin,Right arm leg spin
980911,DJ Bravo,22,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,0,22,2,not out,Not Out
980911,RA Jadeja,4,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,0,4,2,not out,Not Out
980913,M Vijay,1,Delhi Daredevils,Feroz Shah Kotla,1,0,1,not out,Not Out
980913,M Vohra,32,Delhi Daredevils,Feroz Shah Kotla,23,0,1,A Mishra,Right arm leg spin
980913,SE Marsh,13,Delhi Daredevils,Feroz Shah Kotla,13,0,1,A Mishra,Right arm leg spin
980913,DA Miller,9,Delhi Daredevils,Feroz Shah Kotla,0,0,1,A Mishra,Right arm leg spin
980913,GJ Maxwell,0,Delhi Daredevils,Feroz Shah Kotla,0,0,1,A Mishra,Right arm leg spin
980913,AR Patel,11,Delhi Daredevils,Feroz Shah Kotla,0,0,1,J Yadav,Right arm off spin
980913,WP Saha,3,Delhi Daredevils,Feroz Shah Kotla,0,0,1,CR Brathwaite,Right arm medium pace
980913,MG Johnson,4,Delhi Daredevils,Feroz Shah Kotla,0,2,1,CH Morris,Right arm medium pace
980913,MM Sharma,15,Delhi Daredevils,Feroz Shah Kotla,0,15,1,Z Khan,Left arm medium pace
980913,P Sahu,18,Delhi Daredevils,Feroz Shah Kotla,0,18,1,not out,Not Out
980913,Sandeep Sharma,1,Delhi Daredevils,Feroz Shah Kotla,0,1,1,not out,Not Out
980913,Q de Kock,59,Kings XI Punjab,Feroz Shah Kotla,19,0,2,not out,Not Out
980913,SS Iyer,3,Kings XI Punjab,Feroz Shah Kotla,3,0,2,Sandeep Sharma,Right arm medium pace
980913,SV Samson,33,Kings XI Punjab,Feroz Shah Kotla,5,0,2,AR Patel,Left arm off spin
980913,P Negi,8,Kings XI Punjab,Feroz Shah Kotla,0,0,2,not out,Not Out
980915,DA Warner,13,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",13,0,1,UT Yadav,Right arm medium pace
980915,S Dhawan,6,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",6,0,1,M Morkel,Right arm medium pace
980915,MC Henriques,6,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",6,0,1,UT Yadav,Right arm medium pace
980915,EJG Morgan,51,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",7,18,1,UT Yadav,Right arm medium pace
980915,DJ Hooda,6,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",0,0,1,AD Russell,Right arm medium pace
980915,NV Ojha,37,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",0,12,1,M Morkel,Right arm medium pace
980915,A Ashish Reddy,13,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",0,13,1,AD Russell,Right arm medium pace
980915,KV Sharma,2,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",0,2,1,not out,Not Out
980915,B Kumar,0,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",0,0,1,not out,Not Out
980915,RV Uthappa,38,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",22,0,2,A Ashish Reddy,Right arm medium pace
980915,G Gambhir,90,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",13,27,2,not out,Not Out
980915,AD Russell,2,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,2,Mustafizur Rahman,Left arm medium pace
980915,MK Pandey,11,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,6,2,not out,Not Out
980917,RG Sharma,7,Gujarat Lions,Wankhede Stadium,7,0,1,DS Kulkarni,Right arm medium pace
980917,HH Pandya,2,Gujarat Lions,Wankhede Stadium,2,0,1,DS Kulkarni,Right arm medium pace
980917,PA Patel,34,Gujarat Lions,Wankhede Stadium,9,0,1,PV Tambe,Right arm leg spin
980917,JC Buttler,16,Gujarat Lions,Wankhede Stadium,10,0,1,SB Jakati,Left arm leg spin
980917,KA Pollard,1,Gujarat Lions,Wankhede Stadium,0,0,1,PV Tambe,Right arm leg spin
980917,AT Rayudu,20,Gujarat Lions,Wankhede Stadium,0,5,1,JP Faulkner,Left arm medium pace
980917,Harbhajan Singh,8,Gujarat Lions,Wankhede Stadium,0,6,1,DJ Bravo,Right arm medium pace
980917,KH Pandya,20,Gujarat Lions,Wankhede Stadium,0,20,1,not out,Not Out
